,jetp bins,0b,0berr,1b,1berr,2b,2berr
0,400.0,0.021532417088945054,0.0008098129501739218,0.035237226021619765,0.0022143195059105706,0.0,0.0
1,500.0,0.030702014954040426,0.0004701077461850395,0.03974601177549877,0.001181386350761569,0.013350100575048603,0.0031247496921992034
2,600.0,0.027100990020127107,0.00031575936382841004,0.04021065216868983,0.0008423971098171908,0.048637614245271125,0.0038180323689689676
3,800.0,0.025702886879697216,0.0004076524210520182,0.02766063434681916,0.0009019822676037487,0.040943395799095485,0.004440571938545242
4,1000.0,0.019658769921781092,0.0003296127062413702,0.029024245140239945,0.0008286468928694829,0.043930367562623064,0.0038288108344245522
5,1500.0,0.019171676032233024,0.0004926239274843707,0.023527539541848667,0.0011450442378217612,0.023921221983103466,0.004931517378218061
6,2000.0,0.020201011461446882,0.0006323720740580359,0.025296337122979164,0.0015550775880416564,0.006375335339272175,0.0034707183094055336
7,3000.0,0.03158647748620932,0.002459842205963671,0.016570215701755975,0.004140183939064357,0.04059028789818109,0.027908722819244433
8,7000.0,0.0,0.0,0.9998919178767495,360.3694953938162,0.0,0.0
