,jetp bins,at0bcen,at0bfwd,at1bcen,at1bfwd,at2bcen,at2bfwd,pret0bcen,pret0bfwd,pret1bcen,pret1bfwd,pret2bcen,pret2bfwd,2t0bcen,2t0bfwd,2t1bcen,2t1bfwd,2t2bcen,2t2bfwd
0,400.0,0.034470320738509155,0.031974161584335324,0.04999236889885725,0.03834416753637653,0.04546039191970004,0.04208397314935663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,500.0,0.03883511166888085,0.0388872378409852,0.047828766921250085,0.05220115804902309,0.0668293337629445,0.09348438293650603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,600.0,0.031304753785885105,0.03273492921775588,0.041030985015686604,0.045123434979885135,0.057545719987950335,0.05500285589800433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,800.0,0.025595084494597554,0.026563238368303384,0.032614220115562566,0.03414899914831415,0.03983699719389857,0.04500577627757136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1000.0,0.022826674273973457,0.022438734737086578,0.029526709491278374,0.030636100850548593,0.040899701795113125,0.04100713365729319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1500.0,0.017004541959223803,0.01656131004889467,0.023115906086903774,0.021839739031482817,0.0226806326429447,0.026970098878190834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2000.0,0.02449699145598534,0.014186209346930025,0.040089440728797866,0.01988020034778957,0.006754939260658434,0.026224161681061536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3000.0,0.02888575101103432,0.022136341612112215,0.03454127760034485,0.02778459597562941,0.04620904407317541,0.014084672096590522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
